砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
北東砦145(154,283)	1	-		替天行道総本部								ちーぱお							2	2	3	7	2	3	3	2
北東砦144(152,246)	1	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	DAZE	DAZE	DAZE	もちぐま	DAZE	DAZE	DAZE	DAZE	1	4	5	2	4	4	7	4
北東砦143(152,197)	2	-																	5	5	2	2	4	4	7	4
北東砦55(154,179)	1	-																	2	2	3	3	3	1	2	2
北東砦54(158,158)	2	-																	3	2	7	2	3	3	7	2
北東砦53(157,130)	4	-																	4	2	2	2	5	3	1	3
北東砦52(152,108)	1	-																	1	4	5	6	2	3	6	4
北東砦51(156,92)	2	-																	2	2	2	2	2	1	2	3
北東砦49(150,46)	2	-																	2	1	2	2	1	2	1	4
北東砦50(153,62)	2	-																	1	3	2	8	4	1	3	4
北東砦48(150,20)	1	-						それいけヨシヒコ								ぢーす			7	4	1	5	5	1	2	1
北東砦640(151,0)	4	-				それいけヨシヒコ								ぢーす					3	2	5	2	4	5	6	4
南東砦53(156,-26)	3	-				それいけヨシヒコ								guruguru					3	2	1	1	3	6	2	3
南東砦54(155,-45)	1	-			それいけヨシヒコ								guruguru						1	2	1	4	2	6	3	3
南東砦55(152,-70)	3	-				それいけヨシヒコ								guruguru					2	3	3	2	3	1	5	2
南東砦56(157,-90)	5	-						それいけヨシヒコ								すずきさん			6	1	2	2	3	2	3	5
南東砦57(155,-110)	1	-																	3	3	4	2	3	3	3	1
南東砦58(150,-133)	5	-				それいけヨシヒコ								グアルディオラ					3	2	3	1	2	3	4	3
南東砦59(157,-153)	4	-		それいけヨシヒコ								未来							1	2	4	4	8	1	1	6
南東砦60(155,-175)	1	-						それいけヨシヒコ								えりおら			2	2	3	1	2	2	2	3
南東砦148(156,-202)	1	-								それいけヨシヒコ								えりおら	5	2	5	4	2	4	3	1
南東砦149(155,-242)	4	-					それいけヨシヒコ			それいけヨシヒコ					白亭			白亭	1	4	4	5	1	1	4	3
南東砦150(151,-283)	4	-								それいけヨシヒコ								♥coco♥	3	6	3	2	5	5	2	3
南東砦151(152,-331)	2	-																	2	4	1	3	4	5	3	4
南東砦152(156,-376)	3	-																	4	4	1	1	9	5	1	4
紅天大砦(156,-432)	6	-		それいけヨシヒコ	それいけヨシヒコ					それいけヨシヒコ		ダンディー坂野	なうなう					なうなう	9	2	9	9	9	3	9	0
南東砦153(156,-465)	1	それいけヨシヒコ			それいけヨシヒコ	それいけヨシヒコ							萌絵	ちゃるる					7	1	0	3	4	1	2	3
南東砦154(158,-505)	1	それいけヨシヒコ						それいけヨシヒコ								テンＣｏ			3	5	1	4	2	8	2	4
南東砦155(153,-553)	4	-		それいけヨシヒコ								ｃｏｃｏ							4	3	1	3	4	6	3	1
南東砦156(152,-593)	1	それいけヨシヒコ						それいけヨシヒコ								みや38			4	3	4	2	2	2	4	5
南東砦157(157,-641)	2	それいけヨシヒコ			かさざる	それいけヨシヒコ	かさざる		それいけヨシヒコ				かさざる	皇潤	かさざる		北新地		3	3	6	2	5	2	4	1
南東砦158(154,-679)	2	それいけヨシヒコ	それいけヨシヒコ		それいけヨシヒコ						萌絵		たんたん						2	2	2	5	3	7	5	3
南東砦159(151,-722)	1	それいけヨシヒコ				それいけヨシヒコ								nwo					2	3	5	3	4	5	1	3
南東砦160(155,-767)	5	-							それいけヨシヒコ								白亭		6	1	4	2	3	6	1	6
北東砦142(130,747)	3	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	宇宙集会の魔女	丸木戸砂糖	丸木戸砂糖	ゆた	宇宙集会の魔女	神猫はまぁ	ゆた	丸木戸砂糖	3	0	2	2	7	2	3	1
北東砦141(133,700)	2	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	バジル	禅	ユッチ	バジル	バジル	バジル	Seahorse	文秀	6	1	2	3	2	3	3	8
北東砦140(135,658)	1	★ゴン太王国★	替天行道総本部	替天行道総本部	替天行道総本部	お花見	替天行道総本部	★ゴン太王国★	替天行道総本部		雅洲	雅洲	Gratthe	ナムジン	雅洲	amema	雅洲		3	4	3	4	5	3	4	2
北東砦138(130,573)	3	-		★ゴン太王国★	★ゴン太王国★							πr2	こうりゅう						4	0	8	2	2	5	4	2
北東砦137(129,526)	3	-					ごせんふ		ごせんふ	ごせんふ					TERA		TERA	TERA	5	6	3	2	2	2	2	2
北東砦136(135,481)	2	-			FOXHOUDN				FOXHOUDN				yoyo				ちこく		2	1	2	3	5	3	1	1
北東砦135(135,439)	2	-						FOXHOUDN								みみこ			3	4	5	2	5	2	2	6
北東砦134(133,394)	3	-		FOXHOUDN								ru55cyo							4	2	3	4	5	8	8	5
北東砦132(136,304)	1	-																	4	2	2	2	4	1	4	2
北東砦131(135,264)	3	-																	5	1	3	2	4	2	4	2
北東砦130(133,222)	1	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	DAZE	DAZE	DAZE	DAZE	DAZE	DAZE	えつお	もちぐま	5	1	4	1	2	5	4	1
北東砦47(130,180)	1	-																	4	2	3	3	1	5	6	2
北東砦46(131,150)	1	-																	8	1	5	6	2	4	4	1
北東砦45(129,136)	3	-																	4	2	1	6	1	1	1	1
北東砦44(130,108)	3	-																	1	2	1	5	2	1	1	5
北東砦43(130,91)	3	-																	2	5	1	2	3	1	1	1
北東砦42(134,68)	2	-																	4	3	2	4	2	1	2	3
北東砦41(131,45)	3	-																	4	3	2	3	4	4	2	1
南東砦2(134,-1)	1	-					それいけヨシヒコ								ぢーす				2	3	3	2	2	2	4	2
南東砦45(133,-20)	5	-							それいけヨシヒコ								ぢーす		6	5	4	3	4	4	1	1
南東砦46(135,-43)	4	-		それいけヨシヒコ					それいけヨシヒコ			guruguru					やすぱぱ		4	0	6	4	4	5	0	6
南東砦47(134,-66)	2	-				それいけヨシヒコ	それいけヨシヒコ							guruguru	やすぱぱ				1	2	2	1	0	1	3	2
南東砦49(136,-113)	1	それいけヨシヒコ	それいけヨシヒコ			それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ		花代さん			花代さん	花代さん	花代さん	Lidel		6	5	2	5	0	5	4	6
南東砦51(136,-150)	4	-		それいけヨシヒコ								☆月★							4	2	2	1	3	1	2	2
南東砦135(131,-224)	2	-						それいけヨシヒコ								えりおら			2	1	1	1	3	2	4	4
南東砦136(135,-262)	2	-																	1	3	2	5	4	5	1	2
南東砦137(132,-304)	3	-																	4	2	2	5	5	1	2	1
南東砦138(135,-356)	2	-																	5	1	4	5	6	1	2	3
南東砦139(132,-398)	1	-					それいけヨシヒコ								バルス				6	2	4	3	2	4	1	2
南東砦140(129,-441)	2	-								それいけヨシヒコ								さとし	3	1	3	1	1	1	1	2
南東砦141(133,-488)	2	-						それいけヨシヒコ								ろくde74			3	2	1	1	4	2	1	3
南東砦142(132,-532)	2	-			それいけヨシヒコ								テンＣｏ						3	3	1	3	1	4	4	2
南東砦143(130,-569)	1	それいけヨシヒコ								それいけヨシヒコ								ｃｏｃｏ	2	2	2	4	2	4	4	1
南東砦144(135,-614)	1	それいけヨシヒコ			それいけヨシヒコ								みや38						4	3	3	5	6	2	8	2
南東砦146(135,-708)	2	それいけヨシヒコ		それいけヨシヒコ								nwo							2	2	4	2	5	1	5	2
南東砦147(134,-745)	3	-								それいけヨシヒコ								白亭	1	4	1	5	1	5	2	2
北東砦129(110,768)	2	-				★ゴン太王国★	★ゴン太王国★	★ゴン太王国★		★ゴン太王国★				宇宙集会の魔女	宇宙集会の魔女	宇宙集会の魔女		のほほん	2	1	2	6	0	5	3	3
北東砦128(112,722)	4	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	puck	puck	puck	puck	puck	puck	鬼娘	puck	3	3	4	3	3	1	2	3
北東砦127(112,682)	1	FOXHOUDN							FOXHOUDN	FOXHOUDN							マーサ	ムー夫	5	5	4	3	5	2	1	3
北東砦126(110,638)	3	替天行道総本部	替天行道総本部	ごせんふ	青朱白玄			鴨葱R-18同盟		青朱白玄	ぷにょ	yasuo	ohe@kami			都莉我武		あさきゆめ	5	2	5	6	6	5	3	5
北東砦139(128,617)	4	-	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	まりあ姫	にんにーく	まりあ姫	まりあ姫	まりあ姫	ちょうび	まりあ姫	まりあ姫	5	5	4	5	1	6	4	1
北東砦125(108,593)	1	-	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	四粒	わがまま	FTGFOP	イムジィ	FTGFOP	FTGFOP	イムジィ	FTGFOP	3	2	3	3	2	4	6	2
北東砦124(109,551)	1	-				劉協			劉協	大家族				劉協			劉協	めるかっつ	3	4	4	2	2	1	1	6
北東砦123(112,508)	3	-																	2	1	6	1	6	4	2	4
北東砦122(114,461)	2	-				FOXHOUDN								yoyo					4	1	1	8	3	2	6	1
北東砦121(110,414)	4	-						FOXHOUDN								ちこく			2	3	4	5	3	1	6	2
北東砦120(112,373)	2	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	あまのっち	あまのっち	あまのっち	あまのっち	あまのっち	ほいみん	あまのっち	あまのっち	3	3	1	2	3	1	1	1
北東砦133(128,350)	4	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	りっちー	りっちー	りっちー	りっちー	りっちー	りっちー	りっちー	りっちー	2	6	1	1	3	5	2	2
北東砦118(110,286)	1	-																	2	2	5	4	2	2	5	4
北東砦117(110,240)	3	-																	1	5	3	6	5	2	3	5
北東砦39(112,176)	1	-																	5	2	4	6	5	5	1	5
北東砦36(109,109)	5	-																	2	2	2	1	2	1	1	3
北東砦35(109,92)	4	-																	2	1	2	6	3	1	4	3
北東砦34(111,70)	4	-																	3	7	1	1	1	2	1	2
北東砦33(112,48)	1	-																	4	6	4	2	1	1	4	4
北東砦32(113,22)	1	-																	3	1	5	2	6	1	3	3
北東砦40(128,22)	3	-																	5	3	4	3	2	5	3	2
北東砦639(114,0)	3	-																	2	3	4	6	2	3	6	2
南東砦37(110,-22)	3	-						それいけヨシヒコ								ぢーす			1	2	3	5	2	1	1	3
南東砦38(110,-40)	3	-				それいけヨシヒコ								ぢーす					2	1	4	2	1	2	4	1
南東砦39(113,-67)	3	-								それいけヨシヒコ								guruguru	1	4	5	1	7	5	2	2
南東砦40(113,-89)	5	-			それいけヨシヒコ								guruguru						4	2	3	1	1	4	6	9
南東砦48(128,-87)	3	-							それいけヨシヒコ								guruguru		3	5	3	4	3	1	2	8
南東砦41(111,-108)	3	-	それいけヨシヒコ						それいけヨシヒコ		グアルディオラ						☆月★		3	5	5	1	1	1	2	3
南東砦42(112,-128)	2	-	それいけヨシヒコ								☆月★								1	7	6	3	4	4	6	4
南東砦50(128,-131)	2	-	それいけヨシヒコ								☆月★								2	5	6	8	5	4	3	2
南東砦43(113,-156)	5	-	それいけヨシヒコ	それいけヨシヒコ							☆月★	郭汜様							1	0	5	2	1	6	2	2
南東砦44(110,-178)	1	-		それいけヨシヒコ								☆月★							2	1	2	3	2	6	2	4
南東砦52(128,-180)	2	-		それいけヨシヒコ								☆月★							2	1	1	1	1	1	2	5
南東砦121(109,-195)	2	-	それいけヨシヒコ								☆月★								1	5	5	3	3	3	4	4
南東砦122(108,-244)	3	-								それいけヨシヒコ								えりおら	6	4	3	1	1	2	6	1
南東砦123(112,-285)	1	-																	2	3	3	1	3	6	1	3
南東砦124(108,-333)	1	-																	5	1	2	3	6	2	5	6
南東砦126(113,-419)	3	-				それいけヨシヒコ								バルス					3	6	2	1	3	5	4	1
南東砦127(114,-463)	3	-		それいけヨシヒコ	それいけヨシヒコ			それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ		くえくり用	くえくり用			くえくり用	くえくり用	くえくり用	2	5	4	2	2	3	5	4
南東砦128(112,-507)	4	-					それいけヨシヒコ								郭汜様				8	6	3	2	6	4	2	3
南東砦129(110,-554)	5	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	gonbo	gonbo	gonbo	gonbo	gonbo	gonbo	gonbo	gonbo	3	1	5	4	2	4	4	2
南東砦130(110,-590)	3	-		朱雀	それいけヨシヒコ		朱雀		朱雀			ぼんちゃん	ｃｏｃｏ		ぼんちゃん		ぼんちゃん		6	1	2	2	1	4	1	4
南東砦131(110,-640)	3	それいけヨシヒコ	竜平会	竜平会	それいけヨシヒコ				竜平会	竜平会	ささやん	たかべぇ	nwo				今さら次郎	シマ	7	2	6	4	1	3	3	4
南東砦145(128,-663)	5	それいけヨシヒコ		袖付ネオ・ジオン	袖付ネオ・ジオン		袖付ネオ・ジオン	それいけヨシヒコ	袖付ネオ・ジオン	袖付ネオ・ジオン		スプロケット	スプロケット		スプロケット	テンＣｏ	スプロケット	スプロケット	4	1	4	6	1	1	3	4
南東砦132(109,-681)	1	それいけヨシヒコ																	4	4	1	2	2	3	1	2
南東砦133(108,-723)	3	-							それいけヨシヒコ								白亭		4	4	4	4	6	4	2	1
南東砦134(110,-767)	1	-					それいけヨシヒコ								ぢーす				2	1	2	6	2	7	5	3
北東砦115(88,752)	2	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	孫子	孫子	孫子	孫子	孫子	ゆた	孫子	孫子	3	1	5	2	2	1	3	5
北東砦113(87,662)	5	-	白米	白米	白米	白米	白米	白米	白米	白米	六弦猫	八矢	雪斎	六弦猫	八矢	琉神	琉神	八矢	3	2	1	3	7	2	2	4
北東砦112(91,619)	1	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟		えれきてる	お花見		鴨葱R-18同盟	お花見	ﾁｷ	都莉我武		わがまま	モーゼルＨＳＣ		てった！	モーゼルＨＳＣ	7	3	4	4	3	5	3	5
北東砦109(91,485)	1	-																	2	1	3	8	2	3	2	7
北東砦108(92,444)	3	-	FOXHOUDN		FOXHOUDN						ハッピーパウダー		黒子						1	2	1	2	1	4	3	2
北東砦106(90,350)	2	-			FOXHOUDN					FOXHOUDN			大谷吉継					あぴんくる	1	1	2	2	2	4	2	1
北東砦119(107,332)	1	-			FOXHOUDN								だめぽ						4	4	2	1	7	1	4	3
北東砦105(88,310)	2	-	FOXHOUDN								だめぽ								2	1	6	6	2	5	3	5
北東砦103(92,220)	1	-	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部			替天行道総本部	ばびぶべいびー	誠清	ばびぶべいびー		ばびぶべいびー			もちぐま	1	1	1	5	1	6	3	2
北東砦116(106,196)	1	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	えつお	えつお	えつお	えつお	えつお	誠清	えつお	えつお	3	5	4	3	4	2	3	6
北東砦31(87,173)	1	-	替天行道総本部								ばびぶべいびー								2	4	6	2	3	2	3	1
北東砦30(87,151)	3	-																	2	1	6	2	4	3	5	2
北東砦38(107,152)	1	-																	3	3	2	2	2	1	4	2
北東砦37(106,128)	2	-																	2	1	2	2	2	3	2	3
北東砦27(90,87)	2	-																	7	2	2	3	2	3	5	2
北東砦26(91,66)	2	-																	3	2	4	3	1	6	3	1
北東砦25(87,45)	5	-																	1	1	3	4	1	2	5	2
北東砦638(89,3)	1	-																	1	3	4	1	6	3	5	6
北東砦24(91,21)	2	-																	1	1	3	1	2	3	1	2
南東砦29(91,-19)	4	-																	2	1	3	4	1	5	3	2
南東砦30(90,-44)	1	-						それいけヨシヒコ								ぢーす			2	2	3	2	3	2	4	3
南東砦31(90,-68)	1	それいけヨシヒコ				それいけヨシヒコ								グアルディオラ					4	2	4	2	1	2	3	5
南東砦32(88,-86)	1	それいけヨシヒコ			それいけヨシヒコ								郭汜様						8	2	1	6	3	5	3	5
南東砦33(91,-106)	1	それいけヨシヒコ								それいけヨシヒコ								郭汜様	1	5	1	3	1	2	4	1
南東砦34(89,-130)	3	-							それいけヨシヒコ								郭汜様		1	3	3	1	1	5	1	4
南東砦35(88,-152)	2	-			それいけヨシヒコ								郭汜様						4	6	1	2	4	1	3	5
南東砦36(87,-180)	4	-	それいけヨシヒコ								郭汜様								1	1	2	4	5	4	4	1
南東砦108(89,-217)	5	-																	5	2	1	2	2	1	4	2
南東砦111(92,-354)	1	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ				それいけヨシヒコ		ごみ	ごみ	ごみ				ごみ		1	2	2	5	5	4	4	3
南東砦125(107,-372)	1	-				それいけヨシヒコ								ファーレンハイト提督					6	5	4	0	3	2	8	4
南東砦113(88,-438)	1	-		それいけヨシヒコ	それいけヨシヒコ							バルス	梅安						3	1	2	6	5	4	2	4
南東砦115(88,-529)	5	-	それいけヨシヒコ								郭汜様								2	4	1	6	5	1	4	2
南東砦117(92,-619)	2	-	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	ダメな大人	2	1	4	4	2	1	2	3
南東砦118(91,-662)	2	それいけヨシヒコ				クエストクリア	それいけヨシヒコ							肉乃伯萌麻呂	matsu				3	1	1	3	4	2	2	2
北東砦114(84,707)	3	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	puck	ゆた	ゆた	puck	ゆた	ゆた	puck	ゆた	1	4	2	3	1	1	1	4
北東砦100(69,679)	1	★ゴン太王国★					★ゴン太王国★								タチコマ				2	4	3	3	4	1	5	3
北東砦111(86,570)	2	-	えれきてる	ＦＡＩＲＹぽんぽこ	軍鶏					FOXHOUDN	アルスラーン☆	腐鮪さばお	アンタレス					蒼	2	3	1	4	4	4	3	3
北東砦97(67,549)	2	-		えれきてる	えれきてる		えれきてる			えれきてる		GHOST	アルスラーン☆		１４			ぐし	5	2	5	4	1	5	6	2
北東砦110(84,531)	1	-																	5	1	3	5	1	2	7	3
北東砦96(70,509)	5	-																	2	3	7	3	5	3	2	3
北東砦95(66,461)	1	-						FOXHOUDN								ハッピーパウダー			4	3	5	3	4	6	3	6
北東砦94(66,417)	5	-		FOXHOUDN								黒子							3	2	2	4	3	6	3	2
北東砦107(86,396)	2	-				FOXHOUDN								みみこ					3	3	5	2	4	3	1	1
北東砦93(67,374)	2	-						FOXHOUDN								ちこく			3	6	1	5	2	1	8	3
北東砦104(86,267)	3	-																	2	5	1	2	3	4	3	1
水龍砦(72,186)	6	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	awr	awr	awr	awr	ケツフクカミ	awr	ケツフクカミ	えつお	2	9	0	6	0	3	2	0
北東砦23(70,150)	5	-																	3	3	1	1	2	3	2	4
北東砦29(85,130)	5	-																	4	2	1	2	2	1	2	4
北東砦21(67,111)	4	-																	2	4	3	3	3	8	2	6
北東砦28(86,111)	3	-																	5	1	2	4	5	6	4	4
北東砦18(68,40)	2	-																	2	2	4	4	6	2	1	2
南東砦24(69,-66)	1	それいけヨシヒコ			それいけヨシヒコ								Lidel						2	3	1	2	3	1	2	5
南東砦27(69,-133)	1	-	それいけヨシヒコ								とものり								3	5	5	3	3	2	3	1
白鳥砦(72,-186)	6	-			それいけヨシヒコ								郭汜様						3	6	0	2	9	9	3	5
南東砦95(68,-238)	2	-																	1	2	3	4	2	3	3	1
南東砦109(84,-262)	1	-					それいけヨシヒコ								えりおら				4	1	2	3	2	2	2	1
南東砦110(86,-311)	1	-																	3	4	4	4	6	2	5	2
南東砦112(85,-397)	4	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	6	4	3	4	4	4	1	1
南東砦100(66,-464)	1	-				それいけヨシヒコ								苦しゅうない♪					3	2	1	1	2	6	3	2
南東砦114(84,-482)	1	それいけヨシヒコ			それいけヨシヒコ								ジュンちゃん						5	3	2	4	4	3	6	5
南東砦116(85,-569)	3	-							それいけヨシヒコ								テンＣｏ		3	3	3	7	1	4	3	4
南東砦103(66,-597)	3	-			それいけヨシヒコ								テンＣｏ						6	4	1	2	5	3	3	1
南東砦104(70,-642)	2	-	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	サンシャイン同盟	神さん	神さん	神さん	神さん	らくだ	神さん	神さん	神さん	4	6	1	5	2	5	4	3
南東砦105(66,-680)	2	それいけヨシヒコ		それいけヨシヒコ					それいけヨシヒコ			李鴻章					ふぬ		6	4	1	5	2	1	1	1
南東砦119(85,-705)	2	それいけヨシヒコ							それいけヨシヒコ								李鴻章		1	5	2	7	2	1	3	1
南東砦106(69,-727)	1	それいけヨシヒコ					それいけヨシヒコ	それいけヨシヒコ							ぢーす	gonbo			4	3	3	4	3	2	6	5
南東砦120(84,-752)	1	-							それいけヨシヒコ								ぢーす		5	4	1	5	4	1	3	5
南東砦107(66,-770)	3	-	それいけヨシヒコ								野菜								1	5	2	2	2	9	1	7
北東砦102(63,769)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	牛人間	牛人間	牛人間	牛人間	エカテリーナ	牛人間	牛人間	牛人間	5	4	7	6	3	1	7	1
北東砦101(64,728)	2	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	ナゴドノ主	ナゴドノ主	ナゴドノ主	ナゴドノ主	ナゴドノ主	ゆた	ナゴドノ主	ナゴドノ主	3	2	5	1	5	2	2	3
北東砦99(62,634)	1	-	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	沙織	redeyes	沙織	redeyes	てった！	てった！	redeyes	てった！	2	3	1	3	3	3	3	3
北東砦98(63,598)	2	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	ヤバ沢	ヤバ沢	ヤバ沢	ヤバ沢	ヤバ沢	ヤバ沢	ヤバ沢	ヤバ沢	3	2	2	1	2	1	5	6
北東砦92(63,331)	1	-	FOXHOUDN				FOXHOUDN			FOXHOUDN	あまのっち				ムー夫			ru55cyo	2	5	5	3	1	5	1	1
北東砦91(62,288)	2	-																	4	5	4	3	5	3	1	3
北東砦78(45,266)	4	-				替天行道総本部								もちぐま					4	5	2	2	3	4	3	1
北東砦90(65,239)	5	-	替天行道総本部				替天行道総本部				ばびぶべいびー				誠清				2	1	6	2	1	5	4	3
北東砦16(46,177)	2	-	替天行道総本部								ケツフクカミ								3	1	2	2	1	4	6	1
北東砦15(47,155)	3	-																	5	3	4	1	3	4	2	2
北東砦22(62,135)	2	-																	1	1	5	6	3	5	4	2
北東砦20(63,85)	5	-																	2	1	1	6	4	1	4	8
北東砦19(64,70)	1	-																	2	3	3	3	3	4	4	5
北東砦10(45,43)	1	-			それいけヨシヒコ		それいけヨシヒコ			それいけヨシヒコ			ぼーぼーｂ		ぼーぼーｂ			ぼーぼーｂ	6	1	3	4	2	2	3	3
北東砦17(64,18)	1	-				それいけヨシヒコ								スー子					1	4	2	1	2	6	3	3
北東砦637(65,4)	5	-						それいけヨシヒコ								スー子			4	3	3	5	4	0	2	4
北東砦636(47,1)	1	-	それいけヨシヒコ								ぼーぼーｂ								2	7	2	3	4	1	3	1
南東砦22(63,-19)	1	-	それいけヨシヒコ								スー子								1	2	3	2	4	2	5	1
南東砦23(65,-40)	1	それいけヨシヒコ				それいけヨシヒコ			それいけヨシヒコ					スー子			グアルディオラ		2	3	3	0	3	3	1	3
南東砦16(45,-65)	2	-																	4	5	2	1	5	4	5	6
南東砦25(62,-90)	3	-								それいけヨシヒコ								とものり	3	4	2	2	1	2	4	3
南東砦18(47,-106)	3	-								それいけヨシヒコ								とものり	5	3	2	4	5	6	4	1
南東砦26(65,-107)	1	-							それいけヨシヒコ								とものり		1	1	2	5	3	3	1	1
南東砦28(63,-158)	1	-																	5	4	6	2	2	6	2	2
南東砦21(48,-173)	3	-																	4	5	3	2	1	5	2	4
南東砦83(46,-262)	3	-																	6	3	3	3	2	1	3	2
南東砦96(62,-286)	4	-																	2	5	3	4	2	5	2	1
南東砦84(45,-312)	2	-					それいけヨシヒコ								ハンター錠二				2	1	2	5	3	2	6	6
南東砦97(65,-327)	2	-				それいけヨシヒコ								ビュウ					2	1	4	2	6	6	4	3
南東砦85(46,-352)	3	-							それいけヨシヒコ								ビュウ		5	2	1	4	3	2	2	3
南東砦98(64,-377)	3	-							それいけヨシヒコ								ごみ		2	5	3	4	1	4	3	5
南東砦99(65,-415)	3	-	それいけヨシヒコ		それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ファーレンハイト提督		ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	ファーレンハイト提督	3	1	2	3	3	7	4	3
南東砦101(64,-503)	2	-		それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ		ジュンちゃん			ジュンちゃん			ジュンちゃん	4	2	2	1	1	1	2	2
南東砦102(64,-546)	1	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ					それいけヨシヒコ		ちゃるる	けいけい					やすぱぱ		1	8	2	6	5	2	1	4
南東砦90(45,-572)	2	それいけヨシヒコ							それいけヨシヒコ								郭汜様		6	1	2	3	2	2	2	2
南東砦91(47,-613)	3	-	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	四天王OZ農耕組合	鉄板奉行	鉄板奉行	鉄板奉行	鉄板奉行	鉄板奉行	鉄板奉行	鉄板奉行	鉄板奉行	4	2	3	4	4	2	2	2
南東砦92(45,-664)	5	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	gonbo	gonbo	gonbo	gonbo	苦しゅうない♪	gonbo	gonbo	gonbo	4	2	2	3	6	5	1	1
